"Alue,""Sukupuoli"",""Koulutusaste"",""15 vuotta tayttaneet yhteensa 2021"",""15-24-vuotiaat 2021"",""25-44-vuotiaat 2021"",""45-64-vuotiaat 2021"",""Yli 65-vuotiaat 2021"""
"091 480 Vartiosaari,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 480 Vartiosaari,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 480 Vartiosaari,""Naiset"",""Perusaste tai tuntematon"",..,..,..,..,.."
"091 491 Yliskyla,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",11240,1216,3938,3076,3010"
"091 491 Yliskyla,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",8759,557,3381,2673,2148"
"091 491 Yliskyla,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",3557,508,1374,961,714"
"091 491 Yliskyla,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",2786,48,990,888,860"
"091 491 Yliskyla,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",2416,1,1017,824,574"
"091 491 Yliskyla,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",2481,659,557,403,862"
"091 491 Yliskyla,""Miehet"",""Kaikki koulutusasteet"",5015,605,1832,1417,1161"
"091 491 Yliskyla,""Miehet"",""Tutkinnon suorittaneita yhteensa"",3802,258,1494,1194,856"
"091 491 Yliskyla,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1722,243,728,502,249"
"091 491 Yliskyla,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1041,15,374,345,307"
"091 491 Yliskyla,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1039,0,392,347,300"
"091 491 Yliskyla,""Miehet"",""Perusaste tai tuntematon"",1213,347,338,223,305"
"091 491 Yliskyla,""Naiset"",""Kaikki koulutusasteet"",6225,611,2106,1659,1849"
"091 491 Yliskyla,""Naiset"",""Tutkinnon suorittaneita yhteensa"",4957,299,1887,1479,1292"
"091 491 Yliskyla,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1835,265,646,459,465"
"091 491 Yliskyla,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1745,33,616,543,553"
"091 491 Yliskyla,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1377,1,625,477,274"
"091 491 Yliskyla,""Naiset"",""Perusaste tai tuntematon"",1268,312,219,180,557"
"091 492 Jollas,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",2327,294,577,982,474"
"091 492 Jollas,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",1837,73,491,879,394"
"091 492 Jollas,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",568,72,177,221,98"
"091 492 Jollas,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",503,1,103,247,152"
"091 492 Jollas,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",766,0,211,411,144"
"091 492 Jollas,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",490,221,86,103,80"
"091 492 Jollas,""Miehet"",""Kaikki koulutusasteet"",1146,173,255,494,224"
"091 492 Jollas,""Miehet"",""Tutkinnon suorittaneita yhteensa"",882,54,209,431,188"
"091 492 Jollas,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",301,53,84,124,40"
"091 492 Jollas,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",242,1,43,124,74"
"091 492 Jollas,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",339,0,82,183,74"
"091 492 Jollas,""Miehet"",""Perusaste tai tuntematon"",264,119,46,63,36"
"091 492 Jollas,""Naiset"",""Kaikki koulutusasteet"",1181,121,322,488,250"
"091 492 Jollas,""Naiset"",""Tutkinnon suorittaneita yhteensa"",955,19,282,448,206"
"091 492 Jollas,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",267,19,93,97,58"
"091 492 Jollas,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",261,0,60,123,78"
"091 492 Jollas,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",427,0,129,228,70"
"091 492 Jollas,""Naiset"",""Perusaste tai tuntematon"",226,102,40,40,44"
"091 493 Tullisaari,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",1208,127,551,355,175"
"091 493 Tullisaari,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",1000,75,477,314,134"
"091 493 Tullisaari,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",409,67,186,114,42"
"091 493 Tullisaari,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",319,8,145,114,52"
"091 493 Tullisaari,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",272,0,146,86,40"
"091 493 Tullisaari,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",208,52,74,41,41"
"091 493 Tullisaari,""Miehet"",""Kaikki koulutusasteet"",517,54,262,134,67"
"091 493 Tullisaari,""Miehet"",""Tutkinnon suorittaneita yhteensa"",410,32,215,110,53"
"091 493 Tullisaari,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",192,32,99,46,15"
"091 493 Tullisaari,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",116,0,61,35,20"
"091 493 Tullisaari,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",102,0,55,29,18"
"091 493 Tullisaari,""Miehet"",""Perusaste tai tuntematon"",107,22,47,24,14"
"091 493 Tullisaari,""Naiset"",""Kaikki koulutusasteet"",691,73,289,221,108"
"091 493 Tullisaari,""Naiset"",""Tutkinnon suorittaneita yhteensa"",590,43,262,204,81"
"091 493 Tullisaari,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",217,35,87,68,27"
"091 493 Tullisaari,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",203,8,84,79,32"
"091 493 Tullisaari,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",170,0,91,57,22"
"091 493 Tullisaari,""Naiset"",""Perusaste tai tuntematon"",101,30,27,17,27"
"091 494 Kruunuvuorenranta,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",2068,248,973,585,262"
"091 494 Kruunuvuorenranta,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",1711,129,867,515,200"
"091 494 Kruunuvuorenranta,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",670,112,320,167,71"
"091 494 Kruunuvuorenranta,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",559,15,287,186,71"
"091 494 Kruunuvuorenranta,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",482,2,260,162,58"
"091 494 Kruunuvuorenranta,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",357,119,106,70,62"
"091 494 Kruunuvuorenranta,""Miehet"",""Kaikki koulutusasteet"",941,121,444,266,110"
"091 494 Kruunuvuorenranta,""Miehet"",""Tutkinnon suorittaneita yhteensa"",752,57,382,227,86"
"091 494 Kruunuvuorenranta,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",330,52,161,89,28"
"091 494 Kruunuvuorenranta,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",214,5,117,68,24"
"091 494 Kruunuvuorenranta,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",208,0,104,70,34"
"091 494 Kruunuvuorenranta,""Miehet"",""Perusaste tai tuntematon"",189,64,62,39,24"
"091 494 Kruunuvuorenranta,""Naiset"",""Kaikki koulutusasteet"",1127,127,529,319,152"
"091 494 Kruunuvuorenranta,""Naiset"",""Tutkinnon suorittaneita yhteensa"",959,72,485,288,114"
"091 494 Kruunuvuorenranta,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",340,60,159,78,43"
"091 494 Kruunuvuorenranta,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",345,10,170,118,47"
"091 494 Kruunuvuorenranta,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",274,2,156,92,24"
"091 494 Kruunuvuorenranta,""Naiset"",""Perusaste tai tuntematon"",168,55,44,31,38"
"091 495 Hevossalmi,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",1190,149,368,445,228"
"091 495 Hevossalmi,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",948,45,325,407,171"
"091 495 Hevossalmi,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",318,44,115,107,52"
"091 495 Hevossalmi,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",301,1,96,136,68"
"091 495 Hevossalmi,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",329,0,114,164,51"
"091 495 Hevossalmi,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",242,104,43,38,57"
"091 495 Hevossalmi,""Miehet"",""Kaikki koulutusasteet"",565,67,173,228,97"
"091 495 Hevossalmi,""Miehet"",""Tutkinnon suorittaneita yhteensa"",445,17,144,205,79"
"091 495 Hevossalmi,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",175,17,63,71,24"
"091 495 Hevossalmi,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",114,0,36,51,27"
"091 495 Hevossalmi,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",156,0,45,83,28"
"091 495 Hevossalmi,""Miehet"",""Perusaste tai tuntematon"",120,50,29,23,18"
"091 495 Hevossalmi,""Naiset"",""Kaikki koulutusasteet"",625,82,195,217,131"
"091 495 Hevossalmi,""Naiset"",""Tutkinnon suorittaneita yhteensa"",503,28,181,202,92"
"091 495 Hevossalmi,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",143,27,52,36,28"
"091 495 Hevossalmi,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",187,1,60,85,41"
"091 495 Hevossalmi,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",173,0,69,81,23"
"091 495 Hevossalmi,""Naiset"",""Perusaste tai tuntematon"",122,54,14,15,39"
"091 500 Villinki,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",..,..,..,..,.."
"091 500 Villinki,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",..,..,..,..,.."
"091 500 Villinki,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",..,..,..,..,.."
"091 500 Villinki,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 500 Villinki,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 500 Villinki,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",..,..,..,..,.."
"091 500 Villinki,""Miehet"",""Kaikki koulutusasteet"",..,..,..,..,.."
"091 500 Villinki,""Miehet"",""Tutkinnon suorittaneita yhteensa"",..,..,..,..,.."
"091 500 Villinki,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",..,..,..,..,.."
"091 500 Villinki,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 500 Villinki,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 500 Villinki,""Miehet"",""Perusaste tai tuntematon"",..,..,..,..,.."
"091 500 Villinki,""Naiset"",""Kaikki koulutusasteet"",..,..,..,..,.."
"091 500 Villinki,""Naiset"",""Tutkinnon suorittaneita yhteensa"",..,..,..,..,.."
"091 500 Villinki,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",..,..,..,..,.."
"091 500 Villinki,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 500 Villinki,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 500 Villinki,""Naiset"",""Perusaste tai tuntematon"",..,..,..,..,.."
"091 510 Santahamina,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",243,44,135,63,1"
"091 510 Santahamina,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",220,31,131,58,0"
"091 510 Santahamina,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",83,26,39,18,0"
"091 510 Santahamina,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",65,4,38,23,0"
"091 510 Santahamina,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",72,1,54,17,0"
"091 510 Santahamina,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",23,13,4,5,1"
"091 510 Santahamina,""Miehet"",""Kaikki koulutusasteet"",138,27,77,34,0"
"091 510 Santahamina,""Miehet"",""Tutkinnon suorittaneita yhteensa"",128,20,76,32,0"
"091 510 Santahamina,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",47,18,21,8,0"
"091 510 Santahamina,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",38,2,25,11,0"
"091 510 Santahamina,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",43,0,30,13,0"
"091 510 Santahamina,""Miehet"",""Perusaste tai tuntematon"",10,7,1,2,0"
"091 510 Santahamina,""Naiset"",""Kaikki koulutusasteet"",105,17,58,29,1"
"091 510 Santahamina,""Naiset"",""Tutkinnon suorittaneita yhteensa"",92,11,55,26,0"
"091 510 Santahamina,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",36,8,18,10,0"
"091 510 Santahamina,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",27,2,13,12,0"
"091 510 Santahamina,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",29,1,24,4,0"
"091 510 Santahamina,""Naiset"",""Perusaste tai tuntematon"",13,6,3,3,1"
"091 532 Itasaaret,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",..,..,..,..,.."
"091 532 Itasaaret,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",..,..,..,..,.."
"091 532 Itasaaret,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",..,..,..,..,.."
"091 532 Itasaaret,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 532 Itasaaret,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 532 Itasaaret,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",..,..,..,..,.."
"091 532 Itasaaret,""Miehet"",""Kaikki koulutusasteet"",..,..,..,..,.."
"091 532 Itasaaret,""Miehet"",""Tutkinnon suorittaneita yhteensa"",..,..,..,..,.."
"091 532 Itasaaret,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",..,..,..,..,.."
"091 532 Itasaaret,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 532 Itasaaret,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 532 Itasaaret,""Miehet"",""Perusaste tai tuntematon"",..,..,..,..,.."
"091 532 Itasaaret,""Naiset"",""Kaikki koulutusasteet"",..,..,..,..,.."
"091 532 Itasaaret,""Naiset"",""Tutkinnon suorittaneita yhteensa"",..,..,..,..,.."
"091 532 Itasaaret,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",..,..,..,..,.."
"091 532 Itasaaret,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 532 Itasaaret,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 532 Itasaaret,""Naiset"",""Perusaste tai tuntematon"",..,..,..,..,.."
"091 701 Vartiokylan peruspiiri,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",18355,2252,5958,5691,4454"
"091 701 Vartiokylan peruspiiri,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",12703,854,4466,4543,2840"
"091 701 Vartiokylan peruspiiri,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",5970,791,2046,1879,1254"
"091 701 Vartiokylan peruspiiri,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",3640,60,1234,1337,1009"
"091 701 Vartiokylan peruspiiri,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",3093,3,1186,1327,577"
"091 701 Vartiokylan peruspiiri,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",5652,1398,1492,1148,1614"
"091 701 Vartiokylan peruspiiri,""Miehet"",""Kaikki koulutusasteet"",8702,1122,3014,2824,1742"
"091 701 Vartiokylan peruspiiri,""Miehet"",""Tutkinnon suorittaneita yhteensa"",5867,389,2101,2169,1208"
"091 701 Vartiokylan peruspiiri,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",3014,369,1131,1013,501"
"091 701 Vartiokylan peruspiiri,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1482,20,502,548,412"
"091 701 Vartiokylan peruspiiri,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1371,0,468,608,295"
"091 701 Vartiokylan peruspiiri,""Miehet"",""Perusaste tai tuntematon"",2835,733,913,655,534"
"091 701 Vartiokylan peruspiiri,""Naiset"",""Kaikki koulutusasteet"",9653,1130,2944,2867,2712"
"091 701 Vartiokylan peruspiiri,""Naiset"",""Tutkinnon suorittaneita yhteensa"",6836,465,2365,2374,1632"
"091 701 Vartiokylan peruspiiri,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2956,422,915,866,753"
"091 701 Vartiokylan peruspiiri,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",2158,40,732,789,597"
"091 701 Vartiokylan peruspiiri,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1722,3,718,719,282"
"091 701 Vartiokylan peruspiiri,""Naiset"",""Perusaste tai tuntematon"",2817,665,579,493,1080"
"091 451 Vartioharju,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",4924,652,1390,1751,1131"
"091 451 Vartioharju,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",3755,227,1175,1544,809"
"091 451 Vartioharju,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1577,207,493,547,330"
"091 451 Vartioharju,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1168,20,350,489,309"
"091 451 Vartioharju,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1010,0,332,508,170"
"091 451 Vartioharju,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",1169,425,215,207,322"
"091 451 Vartioharju,""Miehet"",""Kaikki koulutusasteet"",2380,336,669,876,499"
"091 451 Vartioharju,""Miehet"",""Tutkinnon suorittaneita yhteensa"",1774,116,529,753,376"
"091 451 Vartioharju,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",827,109,267,309,142"
"091 451 Vartioharju,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",500,7,154,206,133"
"091 451 Vartioharju,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",447,0,108,238,101"
"091 451 Vartioharju,""Miehet"",""Perusaste tai tuntematon"",606,220,140,123,123"
"091 451 Vartioharju,""Naiset"",""Kaikki koulutusasteet"",2544,316,721,875,632"
"091 451 Vartioharju,""Naiset"",""Tutkinnon suorittaneita yhteensa"",1981,111,646,791,433"
"091 451 Vartioharju,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",750,98,226,238,188"
"091 451 Vartioharju,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",668,13,196,283,176"
"091 451 Vartioharju,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",563,0,224,270,69"
"091 451 Vartioharju,""Naiset"",""Perusaste tai tuntematon"",563,205,75,84,199"
"091 452 Puotila,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",4274,477,1570,1167,1060"
"091 452 Puotila,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",2958,213,1189,917,639"
"091 452 Puotila,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1409,198,504,396,311"
"091 452 Puotila,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",876,13,354,284,225"
"091 452 Puotila,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",673,2,331,237,103"
"091 452 Puotila,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",1316,264,381,250,421"
"091 452 Puotila,""Miehet"",""Kaikki koulutusasteet"",1947,226,794,558,369"
"091 452 Puotila,""Miehet"",""Tutkinnon suorittaneita yhteensa"",1300,100,545,413,242"
"091 452 Puotila,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",713,95,284,220,114"
"091 452 Puotila,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",330,5,141,103,81"
"091 452 Puotila,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",257,0,120,90,47"
"091 452 Puotila,""Miehet"",""Perusaste tai tuntematon"",647,126,249,145,127"
"091 452 Puotila,""Naiset"",""Kaikki koulutusasteet"",2327,251,776,609,691"
"091 452 Puotila,""Naiset"",""Tutkinnon suorittaneita yhteensa"",1658,113,644,504,397"
"091 452 Puotila,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",696,103,220,176,197"
"091 452 Puotila,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",546,8,213,181,144"
"091 452 Puotila,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",416,2,211,147,56"
"091 452 Puotila,""Naiset"",""Perusaste tai tuntematon"",669,138,132,105,294"
"091 453 Puotinharju,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",3642,417,1293,1064,868"
"091 453 Puotinharju,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",2388,180,937,776,495"
"091 453 Puotinharju,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1308,173,483,408,244"
"091 453 Puotinharju,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",637,6,249,212,170"
"091 453 Puotinharju,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",443,1,205,156,81"
"091 453 Puotinharju,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",1254,237,356,288,373"
"091 453 Puotinharju,""Miehet"",""Kaikki koulutusasteet"",1741,208,658,547,328"
"091 453 Puotinharju,""Miehet"",""Tutkinnon suorittaneita yhteensa"",1090,82,435,372,201"
"091 453 Puotinharju,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",655,81,260,214,100"
"091 453 Puotinharju,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",232,1,85,83,63"
"091 453 Puotinharju,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",203,0,90,75,38"
"091 453 Puotinharju,""Miehet"",""Perusaste tai tuntematon"",651,126,223,175,127"
"091 453 Puotinharju,""Naiset"",""Kaikki koulutusasteet"",1901,209,635,517,540"
"091 453 Puotinharju,""Naiset"",""Tutkinnon suorittaneita yhteensa"",1298,98,502,404,294"
"091 453 Puotinharju,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",653,92,223,194,144"
"091 453 Puotinharju,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",405,5,164,129,107"
"091 453 Puotinharju,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",240,1,115,81,43"
"091 453 Puotinharju,""Naiset"",""Perusaste tai tuntematon"",603,111,133,113,246"
"091 455 Marjaniemi,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",1713,200,393,671,449"
"091 455 Marjaniemi,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",1369,68,334,601,366"
"091 455 Marjaniemi,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",378,64,98,137,79"
"091 455 Marjaniemi,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",414,4,84,171,155"
"091 455 Marjaniemi,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",577,0,152,293,132"
"091 455 Marjaniemi,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",344,132,59,70,83"
"091 455 Marjaniemi,""Miehet"",""Kaikki koulutusasteet"",848,104,181,346,217"
"091 455 Marjaniemi,""Miehet"",""Tutkinnon suorittaneita yhteensa"",662,32,148,303,179"
"091 455 Marjaniemi,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",200,31,56,80,33"
"091 455 Marjaniemi,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",189,1,32,84,72"
"091 455 Marjaniemi,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",273,0,60,139,74"
"091 455 Marjaniemi,""Miehet"",""Perusaste tai tuntematon"",186,72,33,43,38"
"091 455 Marjaniemi,""Naiset"",""Kaikki koulutusasteet"",865,96,212,325,232"
"091 455 Marjaniemi,""Naiset"",""Tutkinnon suorittaneita yhteensa"",707,36,186,298,187"
"091 455 Marjaniemi,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",178,33,42,57,46"
"091 455 Marjaniemi,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",225,3,52,87,83"
"091 455 Marjaniemi,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",304,0,92,154,58"
"091 455 Marjaniemi,""Naiset"",""Perusaste tai tuntematon"",158,60,26,27,45"
"091 456 Roihupelto,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",..,..,..,..,.."
"091 456 Roihupelto,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",..,..,..,..,.."
"091 456 Roihupelto,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",..,..,..,..,.."
"091 456 Roihupelto,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 456 Roihupelto,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 456 Roihupelto,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",..,..,..,..,.."
"091 456 Roihupelto,""Miehet"",""Kaikki koulutusasteet"",..,..,..,..,.."
"091 456 Roihupelto,""Miehet"",""Tutkinnon suorittaneita yhteensa"",..,..,..,..,.."
"091 456 Roihupelto,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",..,..,..,..,.."
